Date,Source Gas/Oil Price Name,Argent Gas/Oil Category,Argent Gas/Oil Price Name,Price EUR/mt
09/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,19.43930177
09/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,33.07
09/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1545.00573
09/01/2022,D-AAYWT00,MGO,MGO 0.1%,619.3246936
09/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
09/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,625.2755003
09/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2005.430662
09/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2542.299215
09/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2197.575597
09/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1044.644274
09/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1137.265274
09/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1120
09/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1690
09/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3285
09/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1322.335
09/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1194.926386
09/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,920
09/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1207.793353
09/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
09/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1119.633254
10/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1385.876752
10/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1249.228599
10/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1822.269241
10/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1283.668342
10/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1675.482677
10/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1706.338711
10/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1445.825619
10/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,58.30908931
10/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,23.32716213
10/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,46.3
10/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1539.495724
10/01/2022,D-AAYWT00,MGO,MGO 0.1%,616.2390902
10/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
10/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,623.2918981
10/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2003.288372
10/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2540.156925
10/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2195.433307
10/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1054.183197
10/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1137.265274
10/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1125
10/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1690
10/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3283.5
10/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1319.025
10/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1203.671868
10/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,920
10/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1207.793353
10/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
10/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1119.633254
11/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1396.455964
11/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1259.807811
11/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1795.821211
11/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1286.136824
11/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1676.584678
11/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1707.440712
11/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1445.825619
11/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,52.47289077
11/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,17.49096359
11/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,39.68
11/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1524.067707
11/01/2022,D-AAYWT00,MGO,MGO 0.1%,630.1243057
11/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
11/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,636.2955127
11/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2017.376355
11/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2554.244909
11/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2209.521291
11/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1064.771225
11/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1137.265274
11/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1135
11/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1665
11/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3298.5
11/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1330.93
11/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1208.331129
11/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,920
11/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1203.385348
11/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
11/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1124.041259
12/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1394.692762
12/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1258.044609
12/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1694.437098
12/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1295.406859
12/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1664.198184
12/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1695.054218
12/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1437.009609
12/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,48.59384643
12/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,19.43930177
12/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,38.585
12/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1523.847307
12/01/2022,D-AAYWT00,MGO,MGO 0.1%,641.5851186
12/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
12/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,649.2991272
12/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2031.464339
12/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2568.332893
12/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2223.609274
12/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1067.821564
12/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1137.265274
12/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1135
12/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1650
12/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3309
12/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1347.465
12/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1221.943049
12/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,920
12/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1203.385348
12/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
12/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1124.041259
13/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1365.599929
13/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1228.951776
13/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1665.344265
13/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1300.008816
13/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1658.220929
13/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1689.076964
13/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1437.009609
13/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,48.59384643
13/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,29.15454465
13/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,44.095
13/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1478.224456
13/01/2022,D-AAYWT00,MGO,MGO 0.1%,641.8055188
13/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
13/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,649.6693996
13/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2031.86106
13/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2568.729613
13/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2224.005995
13/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1083.214317
13/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1146.081284
13/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1150
13/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1625
13/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3310
13/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1321.455
13/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1203.870228
13/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,940
13/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1225.425372
13/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
13/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1124.041259
14/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1362.073526
14/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1251.873402
14/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1661.817861
14/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1297.055453
14/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1646.724852
14/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1681.988892
14/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1437.009609
14/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,52.47289077
14/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,33.04240501
14/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,48.5
14/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1460.372036
14/01/2022,D-AAYWT00,MGO,MGO 0.1%,651.5031297
14/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
14/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,659.3317465
14/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2042.325663
14/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2601.807282
14/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2234.470599
14/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1082.561932
14/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1146.081284
14/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1150
14/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1595
14/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3350
14/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1335.115
14/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1219.79635
14/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,940
14/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1225.425372
14/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
14/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1124.041259
15/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1362.073526
15/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1251.873402
15/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1661.817861
15/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1297.055453
15/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1646.724852
15/01/2022,Biodiesel UCOME (used cooking oil) RED ARA range barge fob_midpoint,Biodiesel,UCOME fob ARA,1681.988892
15/01/2022,Biodiesel UCOME (used cooking oil) RED bulk China fob_midpoint,Biodiesel,UCOME bulk fob China,1437.009609
15/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff high,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff high,52.47289077
15/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_diff low,Feedstock Diff,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo prompt diff low,33.04240501
15/01/2022,Biofuel soybean oil Argentina vs CBOT waterborne fob San Lorenzo_high low avg,,,48.5
15/01/2022,D-AAWGJ00,Biodiesel,SME fob ARA,1460.372036
15/01/2022,D-AAYWT00,MGO,MGO 0.1%,651.5031297
15/01/2022,Freight PME Malaysia - ARA 3-5kt_midpoint,Biodiesel,PME fob MY,105.7921185
15/01/2022,Gasoil NWE 7-28 day swaps_settlement,Biodiesel,Gasoil,659.3317465
15/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class I) USD/t_midpoint,HVO & SAF,HVO (class I) fob ARA,2042.325663
15/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class II) USD/t_midpoint,HVO & SAF,HVO (class II) fob ARA,2601.807282
15/01/2022,HVO (hydrotreated vegetable oil) fob ARA range (Class III) USD/t_midpoint,HVO & SAF,HVO (class III) fob ARA,2234.470599
15/01/2022,Palm oil futures Bursa Malaysia month_settlement,Feedstocks,Palm Oil futures,1082.561932
15/01/2022,Palm oil mill effluent (POME) oil RED ARA cif_midpoint,Feedstocks,POME cif ARA,1146.081284
15/01/2022,Palm oil mill effluent (POME) oil RED Malaysia/Indonesia fob_midpoint,,,1150
15/01/2022,Rapeseed oil fob Dutch Mill RSO_midpoint,Feedstocks,RSO fob Dutch Mill,1595
15/01/2022,RED SAF (sustainable aviation fuel) fob ARA range USD/t_midpoint,,,3350
15/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint,,,1335.115
15/01/2022,Soybean oil Argentina waterborne fob upriver USD/t month_midpoint_calc,Feedstocks,SBO fob Argentina,1219.79635
15/01/2022,Tallow (categories 1 & 2) fca northwest Europe EUR/t_midpoint,Feedstocks,Tallow Cat 1&2,940
15/01/2022,UCO (used cooking oil) cif ARA USD/t_midpoint,Feedstocks,UCO cif ARA,1225.425372
15/01/2022,UCO (used cooking oil) fob China_midpoint,Feedstocks,UCO fob China,1053.51318
15/01/2022,UCO (used cooking oil) RED bulk China fob_midpoint,Feedstocks,UCO bulk fob China,1124.041259
16/01/2022,Biodiesel FAME 0C CFPP RED ARA range barge fob_midpoint,Biodiesel,FAME 0 fob ARA,1362.073526
16/01/2022,Biodiesel Palm OME RED ARA range barge fob_midpoint,Biodiesel,PME fob ARA,1251.873402
16/01/2022,Biodiesel Rapeseed OME RED ARA range barge fob_midpoint,Biodiesel,RME fob ARA,1661.817861
16/01/2022,Biodiesel SME Argentina waterborne fob upriver_midpoint,Biodiesel,SME fob Argentina,1297.055453
16/01/2022,Biodiesel tallow OME RED ARA range barge fob_midpoint,Biodiesel,TME fob ARA,1646.724852
